text,label
Binay: This is the eve of our freedom from poverty by [USERNAME],0
Halos lahat pabor kay Duterte kaya ewan ko nalang pag nanalo si Roxas.,1
NognogPandakLaki sa hirap..... Kung ganun pala ano ang maitutulong ni Binay sa pagunlad ng bansa? Ay..,1
Kapal ng mukha mag run for presidency Pwe! Wala ngang maibigay na concrete plans itong Marcos Jr na to!! Thank you Lord Leni decided to run the best and only choice Angat Buhay Lahat Leni Is My President,1
Makatawa yang NOG NOG yang kay binay ahahaha busit,1
Bday boy VP Binay at Sta Clara parishPasay City [USERNAME],0
Bat gusto ni binay na maging pangulo? Eh ngayong bise siya makati lang naman ang pinauunlad niya eh. ??,1
The reason why Mar Roxas is in the 4th Rank in Vote Results because of PCOS Machine. Buti nalang nacheck ko muna ung paper ko kuny may pink.,1
Walang iwanan kay VP Binay Only Binay Winner Only B1NAY,0
Ladlad LGBTQ Partylist [USERNAME] Manny Pacquiao & Lito Atienza filed their COCs as pres & VP respectively. Paano natin suportahan ang mga taong iba ang tingin sa sektor ng LGBTQ+?,0
THIS ACCOUNT IS BASICALLY A STAN ACCOUNT FOR KPOP BUT THAT DOESNT MEAN I WONT TALK ABOUT POLITICS HERE ESPECIALLY THAT OUR LIVES ARE AT STAKE YOU GUYS SHOULD ALSO OPEN YOUR EYES WELL CHOOSE AND VOTE WISELYYEARS IS NOT A JOKEAngat Buhay Lahat Let Leni Lead,0
Kawawa naman ung pulis na nasaktan sa APEC2015 rally. Gwapo pa ba naman at nakaBraces pa. Dapat c binay or MIA genmgr na lang [USERNAME],1
[USERNAME] miss you sceve ?? nagpapamiss ka pa kingama ka talaga binay hahaha read my dm :* long sweet message yon hahaha,1
iamjaps [USERNAME] [USERNAME] This makes me more proud. The money spent was hard earned money from supporter/s. HND NAKAW! Let Leni Lead,0
ang nanalo di lang ako ang makikinabang. Pati ikaw at ang pamilya mo. Pero pag si Marcos Magnanakaw ang binoto nyo idadamay nyo pa ako sa kalokohan nyo.,1
IPANALO NA NATIN TO![USERNAME]Kulay Rosas Ang BukasAngat Buhay Lahatleniwanag sa dilim,0
mag silbi ka nalang sa simbahan mrs. Poe.Pili Pinas Debates 2016,1
Utot mo binay scared naba u???,1
 [USERNAME] huh? diba nga sabi ko lapag mo dito? ikaw yung may assumption syempre ikaw yung mag-send? common sense nalang. kung ayaw ko makita edi hindi ko na dapat hinihingi. wala ka lang kasing mailapag eh. Leni Matapang Marcos Duwag Parin Marcos Sinungaling Marcos Magnanakaw,1
Teemo [USERNAME] [USERNAME] Also unnatural for Lito Atienza to wear Hawaiian Shirts. Kung gusto mo mangakit ng bubuyog dun ka kay Jollibee.,0
[USERNAME] Then let me a stranger but fellow kakampink greet you a bonggang happy birthday!,0
[USERNAME]and[USERNAME] Full support sa KakampinkandDick Gordon,0
Strange undecided pple. Ready to jump d gunconclude/judge watevr that coms out of Mar's mouth. BUT SILENT w/ Grace PoeDuterteBinay,0
Sino ba tlaga totoo Bong Bong Is Real VP or Leni The Real VP RECOUNT for fair Transaparency Basta si Ate si ONLY BINAY,0
Nakakaumay yung tv ads ni Mar And Binay leche!!!!,1
Binay uso maging bitter ??,1
DayaangDilaw ang kapal ng mukha mo Mar Roxas.. Wag kang garapal. Hayaan mong taong bayan ang mag desisyon!,1
Wag na wag ko lang malalaman na buhay ni Mar Roxas ang susunod aa MMK. wag lang talaga!ABS-CBN ONE SIDED,1
VP Binay says allegations would backfire to accusers Eleksyon2016,0
[USERNAME] D ko rin maintindihan!! Pero im not one of them pero buti nlang lahat ng tropa ko kakampink,0
RT [USERNAME]: Mukang kokey talaga si Binay. Tangina! Hahaha,1
BINAY GAME TOO STRONG HAHAHAHAHHAHA,0
Mas mahalaga ba ang rally sa Pangasinan kesa sumalang sa debate? Hindi ba kayang i resched ang rally? Pero sabagay wala namang matinong plataporma kaya uutuin nalang ang mga tao sa unity unityHalalan,1
"Binay: ""What they represent is narrow and vindictive politics that places pettiness above the public interest.""",0
[USERNAME] ang tagal-tagal na niyang nagpaparamdamtapos gagamitin niyang dahilan yung kay grace poenako nako,1
BBE TONI . Hindi po marunong mag ungkat ng past. Eme. Pula Ang Kulay Ng PosasUNi Team BBMSARA,1
Doc Willie Ong for DOH Secretary please.[USERNAME] [USERNAME],0
Paano kami magcampaign for[USERNAME]and[USERNAME]sa Ilocos Sur?Umabot sa point na nagprint kami mismo ng flyersphoto from my cousin So please please sana umabot sila Tao Sa TaoAngat Buhay Lahat Kulay Rosas Ang Bukas,0
In the latter part of April lets focus on securing a safe fair and transparent electionsLaw students and practitioners mag advanced reading na tayo sa election lawWe need to protect the integrity of the electionsHalalan,0
Kung Ako Presidente papakainin ko ng pera si BinayIdudukdok ko si Mar sa kumukulong Manhole at papalamon ko sa China ang Panatag Shoal.,1
Laughtrip!Angat Buhay Lahat,0
President: Rodrigo Duterte Vice President: Bongbong Marcos Secretary: Miriam Santiago Muse: Grace Poe Cleaners: Mar Roxas Jejomar Binay,0
Marcos Magnanakaw Never Again Imelda Iselda From cre a tive,1
Ky [USERNAME] WAKE UP PEOPLE BOBOTO BA TALAGA KAYO SA MGA TAONG HND MAPANNDGAN KUNG ANO NUMPSAHAN? Let Leni Lead Leni Robredo Laban Leni2021,0
Let Leni Kiko Lead Ipanlo Na10 To,0
GO GO GO UNITEAM with BBM and SARAH tandem!!! Pula Ang Kulay Ng RosasUniteam PHarena2022,0
Angatleta!Ipanalo Na10 To Leni Kiko All The Way,0
Kahit sino Kay Santiago o Du30 ang maging Presidente ng PilipinasWag lang si Mar Roxas. Agree? Ayaw Sa Dilaw,1
ano 'tong sinasabi ni Lito Atienza na kapag nagbuntis na ang lalaki? so kapag baog ang babae bawal magpakasal? HAHAHAHAHAHAHAHHAHAHAHAHAHA pukengina,0
[USERNAME] Youre hallucinating leody de guzman haha,1
Kabadtrip tong commercials ni Binay!,1
Diko maintindihan answers ni Isko dito sa We Decide: The firstdays. Like maganda yung english pero hindi contextual.,0
Binay para kang si dabid nakakaumay PSYPagyanig,1
Roxas seeks unity dialogue with Poe Grace not withdrawing from race,0
totoo bato ? walangya bbyahe pko ng malayo para makaboto pag Mar Roxas lumabas sa resibo ko tangina ka,1
King inang political ad ni binay na yan.,1
maxado niyo namang bini-baby yung astang baby. ang taas ng standards niyo sa lahat ng aspeto ng buhay paki-apply kay Marcos Duwag --> ito ang spoiled brat na tumandang spoiled tanders.,1
may tama ka serrr norberto gonzalesPili Pinas Debates,0
Putangina rinding rindi na ako sa ad ni Binay. Ito nognog na pakyu ????????????????????????????????????????????????????????????????????????????,1
[USERNAME][USERNAME],0
yaaassss Kakampink ang Ohm Nanon,0
Mar Roxas was like 'his' VCM/PCOS Machinesbrainless and was programmed to do the cheating. Shame on you! ?????? No To LP Ph Vote Duterter,1
[USERNAME] [USERNAME] [USERNAME] [USERNAME] lagom pang binay hahahahahaha samoka,1
Montemayor has good credentials but the way he acts tonight doesn't quite reflect them,0
Makinig mga kabataan na Walang alam at hindi naranasan ang Martial Law thanks to[USERNAME] Kung hindi ka komunista hindi ka mabibiktima ng Martial lawMarcos Martial Law Gising Kabataan Pilipino ANG NAMULAT PilipinasKomunista Kakampink NPA,1
[USERNAME] Mrami ako panonoorin at pagpupuyatan nnman at iiyakan sa tuwa! Kakampinks Angat Buhay Lahat Leni Kiko,0
Lumabas na ebidensya nagtatanga tangahan pa rin ang botante. Sarap ba ng groceries ni binay pag pasko? Tlagang...,1
Yet [USERNAME] is so coward to join. Marcos Duwag Marcos Magnanakaw,1
Looking forward ako para sa Victory Party ni President Leni Robredo [USERNAME] sa May Yes i-claim natin yan!!! Leni Kiko All The Way,0
So kung hindi lumaban si duterte si roxas mananalo? Minsan mapapaBobo ka nalang tlga eh.,1
hangga't si du30 ang presidente di natin makikita ang enhypen. kaya kung gusto n'yo makita ang enhypen bumoto kayo nang maayos. let leni lead,0
KAKAMPINKS CREATIVES Leni Kiko All The Way Kulay Rosas Ang Bukas Leni Kiko,0
foreveryoung [USERNAME][USERNAME] Boooooo BBM unless you accept the truth you will never find inner peace in your heart. marcos magnanakaw NEVER AGAIN BBMalingawngawngbaho BBMthief,1
Tama Nga Kami Never Again Never Forget Marcos Magnanakaw Mandaram Bong Bong,1
Angat Buhay Lahat,0
In his parting message presidentiable and Manila Mayor Isko Moreno acknowledged fellow candidates Sen Manny Pacquiao and labor leader Leody de Guzman who like them came to humble beginnings[USERNAME]Bilang Pilipino,0
Sana sinama narin nila sa Ad na VOTE FOR PUTANGINANG MAR ROXAS! Hayop,1
RT [USERNAME]: This SC ruling stops elected officials from invoking the condonation doctrineexcept for Mayor Junjun Binay. | via [USERNAME],0
"""pls vote mar roxas for traffic enforcer"" ??",1
Pansin nyo bigla ang daming negative news sa mga celebrities na lantad na kakampink? Pinky AMoira I igo dahil kay Piolo Masyadong abala ang mga demonyo sa pagpapakalat ng kasinungalingan,1
 Marcos Sinungaling Marcos Magnanakaw Marcos Duwag Parin,1
Lianne Lopez [USERNAME][USERNAME] Ping Lacson is the key! The leader we need! Ping Lacsonismy President Lacson Sotto2022,0
[USERNAME] kasi si binay may action talaga di puro salita.Ph Vote Binay,0
Me asked my family kung sino president nila... One for Duterte One for Roxas One for Poe One for Miriam Oh noes ??????,0
Jack [USERNAME][USERNAME] Wala kami pakialam kung mag-sorry man o hindi. Basta ang kailangan ng taumbayan ay ibalik nila lahat ng nakaw na nasa pag-iingat nila. Huwag nilang pahirapan ang gobyerno kasama na pati Korte Suprema sa pagbawi ng mga ninakaw ng mag-asawang Marcos. Marcos Magnanakaw Never Again,1
Marcos Magnanakaw Marcos Sinungaling Never Again Never Forget No To Marcos Duterte,1
Today marks the start of Overseas Voting We encourage our registered OFW Kababayans to vote for the betterment of our country! The overseas voting for President VP Senators and Party List will be done until MayBantay Boto,0
Good night!! days untilLENI ROBREDOKIKO PANGILINAN Robredo For President Kiko Pangilinan Vice PresidentLeni Kiko All The WayAngat Buhay LahatKulay Rosas Ang Bukas,0
para sa kinabukasan mama leni ipanalo na Natin twoah New Profile Pic Let Leni Lead,0
Binay: No to higher VATManila News Asia,0
[USERNAME] Binay pala dya enuh.Hahaha.Pero pinaka napansin ko sa kanya yung ilong e.Tangos.Perfect!,1
Isko ma-ebas Moreno; Ping iyakin Lacson; Norberto petty Gonzalesdi kayo magiging OA vebs,1
I will still strive to become a better Filipino I will help where I can and where I am needed Because I think that is what our movement stood forKakampinkPilipinas,0
karl Marcos Mamamatay Tao [USERNAME] Huli ka balbon Marcos Magnanakaw,1
Kung Papansinin Nyo Yung Bilang Nang Boto Ni Roxas At Binay Masasabi Nyo Talagang Madami Pading Bobo Sa Pilipinas ?? Hayss,1
[USERNAME]and[USERNAME] Si Lito Atienza po ang ka-tandem niya.,0
Kung si Binay at Mar lang ang tumakbo pagka Pres I would rather vote Binay. Ayaw kong maging 1st lady si Korina dahil alam na!,1
Pilipino STAR Ngayon [USERNAME] Kasamang inihain ni Pacquiao ang kanyang COC sa pagkapresidente Biyernes sa Commission on Elections kasama ang misis na si Jinkee at running mate sa pagkabise presidente na si Buhay Party-list Rep. Lito Atienza.,0
Hindi maganda ang survey sa Senators Double time mga ka BBM SARA Ipasok natin sila Gadon,0
Partial and Unofficial Election result from PPCRV Duterte - 127829 Roxas - 93363 Poe - 78742 Binay - 54269 Defensor - 15333,0
[USERNAME]and[USERNAME] Hindi dilawan ang KakampinkHindi Kakampink ang lahat ng dilawanGets?,0
BinayDuterteSantiago all have health problems that need to be disclosed.,0
Parating na tayo sa exciting part talaga Angat Buhay NGO Kakampink,0
Mabuti pa si Duterte malayo ang mga cameraman Pero kay roxas? sh** haha????,1
Escudero sa pag-endorso kay Binay noong 2010: Pinagpulutan ko ng aral yun. Kaya di ko siya sinusuportahan ngayon. DZMMTele Ikaw Na Ba | via D,0
Billionaire funded [USERNAME]is trying to control the Philippines' Commission on Elections. For shame! Philippines We Decide Elections,0
TANGINA NITO NI BINAY HIRAP KAUSAP,1
Bongbongbudol Marcos Magnanakaw Leni Kiko,1
IN SPIRIT REPRESENT!!!!! AT PARA SA HINDI CRUSH NG CRUSH KO FOR LENIKIKO!!!!Angat Buhay LahatTanglaw Laguna RallyKulay Rosas Ang LagunaLeni Kiko,0
Blue na blue but still kakampink,0
wait so yung partidong kinabibilangan ni Norberto Gonzales ay konektado sa may partido ni Bernie Sanders????? hala ang astig naman nun <,0
Pansin niyo? Wala ka man lang maririnig na magagandang bagay about DutertePoe or Binay mula sa news nila.Puro demolition job! Bias Abscbn,1
Sa gobyernong tapat may dalawang gwapong Kakampink para sa lahat !!!! nai spotan lang po for todaysvideo Gwapo For LeniPasay Sabay Sabay Pasay Is Pink,0
This Open Letter For Binays Latest Paid Ad is so spot on! mustread,0
Watch what Mar Roxas has in store got our people! Roxas Robredo,0
Etong si Lito Atienza. Maxado ding Epal e Noh! Hahaha alam kzng walang Wala xang ipapanalo,1
May malaking chance na madadaya si Duterte. Mar RoxasLeni Robredo and LP will do everything. Let us pray for our country. Ph Vote Duterte,1
Sa gobyernong tapat angat lahat!Leni Kiko,0
[USERNAME] Pinakitang kumakanta sina MDSPoeMarand Binay actually.,0
Once Mar Roxas won ito na ang simula na babagsak ang Pilipinas. ????????,1
RT [USERNAME]: Kainis yung patalastas ni Binay pinupush yung nognog e ano naman ano mangyayare,1
[USERNAME] ganito ang ginagawa nyo palagi kay VP Binay tsk Only Binay In Makati San Ka Pa Ang Pagbabalik Binay In Makati,1
[USERNAME] Leody de guzman we are aware of your moves and action its misleading you are an individual who indirectly against the government and a front runner of NPAyou just keep denying and of course never accepting you are one of anyways you will never be succeed,1
Pulse Asia: Duterte pulls away in presidential race with 7-point lead over Poe Only Duterte Presidente Ko,0
Mga Pilipino Subukan ninyong imulat ang inyong mga mata sa katotohanan ito na ang panahon ng ating pagbabago Ph Vote Poe,0
Happy New Year kay manong jeepney driver at ang setup niya sa loob ng dyip gobyernongtapat angat buhay lahat Leni Kiko Conquers,0
[USERNAME] [USERNAME] Let Leni Lead,0
[USERNAME] [USERNAME] a slutty Nancy Binay costume won't be worse? O.o,1
RT [USERNAME]: Rappler issues an apology to Mar Roxas and the public,0
LJ [USERNAME] If they can do this in a gov't agency like this what more in this coming election?Never Again Marcos MagnanakawRappler [USERNAME] [USERNAME] and [USERNAME] LOOK: People here in Sofitel where the COC filing is being held receive an emergency-like phone alert during the arrival of defeated VP bet and dictator's son Bongbong Marcos. The public usually only gets these notifications during natural calamities. | via [USERNAME],1
"[USERNAME] Imelda: ambisyosang frog. Marcos MagnanakawYour Daily Dose [USERNAME] In ' Imelda Marcos hosted the Ms. Universe pageant. She asked Ms. S. Africa ""What does yr father do?"" & she replied ""He's in the mining business!"". Imelda replied ""I'm in the mining business too! That's mine that's mine & that is mine. In fact everything you see here is mine!""",1
[USERNAME] [USERNAME] kay nancy binay gaganda ang kulay,1
Mar Roxas : make poverty eradication your priority issue .Daang matuwid didn't generate inclusive growth!,1
[USERNAME] You made the right decisionWelcome to the Kakampink club,0
Binay: di natin kailangan ng pangulo na nagtatago tulad nung Mamasapano,1
[USERNAME] alden was never on the list. Mar roxas wouldn't want someone who'll dubsmash for his campaign. Thats sick as fvck ??,1
Batobato sa langit ang tamaan anak ni Leni Kay Marcos Tayo BBM SARA,1
Prof X [USERNAME] Belonged more in a wax museum not a cemetery at that point. Aircon pa yaaaarn. Marcos MagnanakawYour Daily Dose [USERNAME] Sino sa inyo nakapunta sa Marcos Mausoleum sa Batac Ilocos Norte at na-peke sa wax body naka display dito? Ang pamilyang ito puro peke hanggang sa mamatay fake. Marcos Magnanakaw,1
VP Binay on income tax returns: We're the 2nd to the highest,0
Inspired by the mass mobilization sa Pasig!! New York City lets do this!! This Sunday at Bryant Park! Rosas Ang Kulay Ng Bukas Let Leni Lead Walk For Democracy Halalan,0
Just added the screenshots for easier referenceThe author is asking to spread for awarenessHalalan,0
ang ppt ko po ay plain lugaw nalang talaga. lagyan ko nalang ng Let Leni Lead sa dulo para sumakit mata ng classmate kong marcos apologist lol.,1
bobo leni lugaw HAHAHAHA,1
Sana magka posisyon sa gabinete si Ka Leody de Guzman at Dr Walden Bello,0
Tangina Binay ahahhahaha,1
ITO BA ANG SABING DESINTE? PUTANG INA ANO BATO...(Mar Roxas) PU PU PUPU PU PU PU PUPU PU PU PU PU. PUTANG...,1
BBM SARA UNITEAM BBM SARA Leni Kiko kakampinks Halalan2022,0
lies lies lies mar roxas.,1
[USERNAME] [USERNAME] hahahahahaha. Kea nga ee shet binay! Hahahadat ganyan tayo!,1
Bakit daw walang prominenteng Pilipinong philosopher. Di rinsi Binay lang pasok na. Pilosopo ang walang kwente bise presidente eh.,1
[USERNAME]and[USERNAME] Noong si Lito Atienza ang mayor sa manila mapanghi ang amoy ng Maynila.,1
[USERNAME] Edi wow kakampink,1
LP black ops vs PoeBinaybaredManila News Asia,0
Binay para sa pagbabago at kaginhawaan ng ating bansa! Only Binay Mag Aangat Sa Tacloban,0
L [USERNAME][USERNAME] Ou di cheap ang mga ninakaw ng mga Marcos. Marcos Magnanakaw,1
junmyeon lito atienza ootd inspo,0
Jusko may icacancel na naman ang mga kakampink este kakampwet nitoKapag di umayon sa kanilang gusto icacancel nila ang tao ganyan ba talaga takbo ng mga utak nyo? Bwahwhwhwhwhwhw,1
IMHO voters are tired of Grace Poe riding on issues; the corrupt drama of VP Binay or macho version of dumb blonde by Duterte Politics PH,0
Afterelections I believed that MDS is the best President we never had I changed my mind LENI ROBREDO IS THE BEST PRESIDENT WE NEVER HAD Thats the tweet Angat Buhay LahatLeni Robredo,0
[USERNAME] Filipinos have this fantasy that Duterte is an all-benevolent being who can wield so much power and not get poisoned by it,0
?VhyL [USERNAME] Sad to say na bulag-bulagan at bingi-bingihan parin ang mga tao dito. Never Forget This is the truth! Marcos MagnanakawRappler [USERNAME] Ows talaga nagnakaw ang mga Marcos? Eh bakit hindi sila nakakalaboso hanggang ngayon? PHVote We Decide,1
[USERNAME] I personally know Papa Ernie AbellaHe is running for the benefit of this country,0
Inquirer [USERNAME]  Oct Quezon City Councilor Lala Sotto who is also the daughter of Senate President and vice presidential aspirant Vicente Tito Sotto III is seeking a congressional post through a party-list representing agricultural workers. newsinfo.inquirer.net Sen. Sotto's daughter seeks Congress post under party-list on agri sector | Inquirer News Quezon City Councilor Lala Sotto daughter of Senate President Tito Sotto is seeking a congressional post through a party-list nomination.,0
Oo Binay pandak ka at nognog at maraming nagawa MULA SA PERA NG BAYAN. KAYA WALA KAMING UTANG NA LOOB SA 'YO!!!,1
FULL VIDEO: Binay answers questions from UP Los Baos studentsvia [USERNAME],0
Mar Roxas: Ito ang team ng Daang Matuwid na patuloy na magbibigay kaginhawaan sa ating buong bansa. Eleksyon2016,0
[USERNAME]and[USERNAME] Even her staff is so reassuring that you will wonder what a heck where in the world can we find this kind of service so quick to respond No red tape only pink tape Tatak serbisyo ni vp robredo Angat Buhay Lahat,0
It's so frustrating to watch Binay. Diba VP ka for the past 6 years? Ano ginawa mo?! ?? you wasted 6 yearsfor what? To campaign?!,1
My thoughts during the SMNIpresidentialdebate :Ang sarap ng feeling na yung mga potential leaders mo really better than you at magagawa di mo kayang gawin.,0
Ayoko na panuorin 'tong replay nairita lang ako lalo kay mar roxas puta.,1
Pag nahati ang boto kay Miriam at Dutertebaka si Binay pa ang manalo. Que horror! ????,1
V Stop Police Brutality PH [USERNAME]So apparently BBM is in Tacloban today. Ano budoy? Nasaag ka man. Han bagyo waray ka gud hibatii. Adlaw pa gud hit anibersaryo han Yolanda ka napaabat. Kay ano? So you can stir people's emotions again? Semento it imo nawong Marcos Jr? No To BBM Never Forget Marcos Magnanakaw,1
VP Binay taps Puno as campaign adviser| via INQUIRER,0
[USERNAME] Kulay Rosas Ang Bukas Angat Buhay Lahat Leni Kiko,0
Pakikingan ko opo. Pasensya po talaga kung mananatili akong undecided sa presidential bet. Hindi po ako ma-coconvince. Decision ko po maging undecided. Doc willie ong for vice president,0
[NEWS] Binay hit for blaming shelter woes on Roxas | via Manila Standard,0
Dy [USERNAME] [USERNAME] Chill lang let's do our part. Let Leni Lead,0
Leni Robredo Let Leni Lead,0
Fashion PULIS [USERNAME] Manny Pacquiao and VP Running Mate Lito Atienza File COCs fashionpulis.com Manny Pacquiao and VP Running Mate Lito Atienza File COCs,0
UNA says Malacaan is laying the foundation for cheating their candidateVice-President Jejomar Binay,1
null [USERNAME]Here I present to you an actual troll account. Nung October lang ginawa tapos puro Marcos tweets? HAHAHAHAHAA BONGBONG DESPERADO! DALAWANG BESES KANG MATATALO! BBMSingaw Ng Bayan Disqualify Marcos Protect PHFrom Marcos Marcos Magnanakaw Fuck You Marcos Never AgainSOLID-BBM [USERNAME]The best among the rest.. MARCOS LATTA Laban Marcos Jr,1
Wellthe Binay radio ad is fucking annoying. LIES.,1
RT [USERNAME]: Excuse me Binaypero hindi pareho ang buhay mo sa mga buhay namin. Hindi kaya kami nagnanakaw [ng bilyon-bilyon]!,1
Hindi lang naman isang presidential candidate ang umaming nilapitan sila ng kampo ni Robredo marami sila (Ping Lacson Isko Moreno Manny Pacquiao at Norberto Gonzales). Apat laban sa isa? Kanino kayo maniniwala?,0
[USERNAME] Bakit pag dating kay Binay tahimik si Kalbo Clavio. Amoy pera ha,1
[USERNAME] We all have the RIGHT to DEMANDWe all have the RIGHT to EXPECT MOREAfter all trabaho nila yunAnd WE are the one who are paying themMay we have a BETTER COUNTRY kasi deserve naman natinVote Wisely Halalan,0
mga broke na multistan for Leni-Kiko! Let Leni Lead Leni Kiko,0
Mag nakapag interview naba kay Ka Leody de Guzman? Kung bakit mas marami pang bumoto kay Faisal Mangondato kesa sa kanya?,0
Hoyyyy kiko daming tawa ng madla sa statement mong ito hahahahhaha[USERNAME]that means waleyyy na kayong dating sa masang Pilipino!!! Halalan,1
Mar Roxas just dug his own grave. Disappointment.,1
May default answer nman ang mga Jr supportersAH BASTA SOLID JR KMI RESPECT MY OPINION  In short nadala lang sila ng hype ng fake news ng tiktok fb at youtubeKya di nla masagot ang simpleng tanong na backed up by legit sources Leni Kiko,1
Kabuwisit yung commercial ni Mar Roxas ??????????,1
why is abscbn making mar roxas as the good example for filipinos the hope of the people... waitlets talk abt yolanda funds..,0
Desperado na si Marbobo Hahaha nakakaawa ka nalang Mar Roxas,1
I JUST CANT IMAGINE NA BASHER KA NG TAO TAS HAHANAPIN MO SA DEBATE? EDI MAGFOCUS KA SA KANDIDATO MO BESIDES BUKAS MAY INTERVIEW SYA SA GMA AND PRESENT SYA PRESIDENTIAL DEBATE NG ABS CBN DON PWDE NA KAYO ULIT MAGHANAP NG MALI SA TAO BBM SARA,1
Wondering if all these numbers from all these rallies for all these colors will translate into actual votesNuNiNuNiFckngNooHalalan,1
"""Roxas: Passengers caught with bullets have to take responsibility."" *really? FUCK YOU [USERNAME]",1
Sino ba kasi si Nognog? Badtrip yung TV Ad ni Binay.,1
Please please please let's build the government that we deserve. We Decide Halalan,0
FOCUS TAYO SA PROGRAMA AT MAKAKAPAGPAGAAN AT BUHAY NG ATING PAGMAMALASAKIT AT PAGMAMAHAL SA BAYANAngat Buhay NGOAngat Buhay Lahat,0
KASI ANG MGA TAO SA RALLY NYO HAKOT AT BAYAD AT IISA LANG ANG MUKHAKAYA PAGDATING SA FACE TO FACE SURVEY NGANGAAA NILOLOKO NYO LANG ANG MGA SARILI NYOTAPOS YUNG RALLY NYO PURO KASIRAAN SA IBANG KANDIDATO MERISI CANCEL CULTURE PA MORE PWEE Philippi,1
Wala ako sa rally peri naiiyak ako Kakampink Leni Kiko,0
yung bbm supporters dyan reconsider leody de guzman kung ayaw nyo kay leni lubog sa masa at maaasahang tumindig,0
Let Leni Lead HAHAHA,0
I just want a tall mabait and smart kakampink butch or transman in my lifeBakit puro otherwise ang nakikilala ko lol,0
Tangina ni Binay napakalikot. Ilista sa standing yan.,1
Nagsisimula na akong mag-unfriend lalo na sa mga wala namang ambag sa life ko for the past few years tapos enabler pa ng magnanakaw at corruption. Putangina nyo walang friends friends sakin. Marcos Magnanakaw Marcos Sinungaling Marcos Duwag Marcos NOTa Hero,1
You don't trust [USERNAME] anymore? Pathetic [USERNAME]! ?? Mar Roxas appeals to Grace Poe: Let's talkAyaw Sa DILAW,1
[USERNAME] He Leody de Guzman Sec Gonzales and Sec Abella attended the first presidential debate by SMNI a very informative professional format,0
Ew Mar Roxas as 'datu' ew.,1
susmaryosep! [USERNAME][USERNAME] Dami tlagang pambayad ng trolls ang Marcos Magnanakaw,1
Jonas Joestar [USERNAME][USERNAME] and [USERNAME] Marcos Magnanakaw,1
Hoping for a greater Philippines soon Leni Angat Sa Lahat Angat Buhay Lahat Poweris Confidence Leni Kiko,0
BBMFORPRESIDENT,0
Happy Easter Kakampink! Leni Kiko All The WayLet Leni Lead Angat Buhay Lahat Ipanalo Na 10to Hindi Isusuko Ang Bataan Leni Kiko,0
Akala ko laking mahirapBinay?,0
Tangina Binay pag dinala mo SNSD sa pinas iboboto kita... Charrrr lang. egg nognog ka pa rin,1
ONLY BINAY ROXAS TAYO tangina byo magkano bayad sa inyo,1
Inis na nga ko sa commercial ni Binaydumagdag pa 'tong si Roxas. Sige mag parinigan kayo mga ewan. ??,1
Hahahahhaa kakulay ni binay ampota! ?? mahal tingnan mo sayo [USERNAME],1
"Humaygulay. To BBMagnanakaw's lawyers: Ang alibi ninyo sa no show ng duwag ninyong amo ay sinyales na magkasingsinungaling kayo ng amo ninyo. Para talaga sa inyo ang saying na ""Birds of the same feather flock together."" Marcos Magnanakaw Marcos Duwag Marcos Sinungaling ",1
Leni basura dilawan pinklawan lugawan,1
[USERNAME] Buhay party-list Rep. Lito Atienza will not attend as he is recovering from a knee surgery while Davao City Mayor Sara Duterte is skipping the debate as well for an undisclosed reason[USERNAME],0
sana bayad tong mga troll ni Leni Sayang naman kase kung tanga lang sila for free Disqualify BBM BBMSa Balota BBM SARA,1
Annoyed [USERNAME] No To Historical Revisionism Never Forget Never Again Marcos Is ADictator Marcos Magnanakaw,1
RT [USERNAME]: Mar Roxas is in NaguilianIsabela today to attend a sectoral assembly,0
Leni-Kiko,0
bakit maitim si binay?  Wala kasing bubong bahay nila dati nigguh,1
panalo na natin to! TADHANA makatiispink let leni lead gobyernong tapat angat buhay lahat never again,0
"[USERNAME] kada may maririnig na lang talaga ako na pinapanood na video about sa ""lies"" ng mga marcos PATUGTUGIN ANG BLACK MAMBA TO THE HIGHEST LEVEL NG VOLUME!!!! SALAMAT AESPA!!!!! WHOOOOO!!!!!Marcos Magnanakaw Never Again Never Forget",1
1 sinungaling1 bagito 2 masakitin na matandasaan ako lalagay? Doon na sa sigurado Mar With APlan Roxas Robredo,1
"Sobrang nakakairita yung ""Nognog"" shitness ni Binay! Parang nang-de-degrade. ?? ??",1
if pro is the opposite of con then what is the opposite of progress? HAHAHAHAHAHAHAHAHAHAHAHAHAHAHA ./. binay nog nog supot kurakot panget,1
Ligayang dating ni VP Binay Mambobolang Duterte.,1
I will stand with the last man standing Leni Robredo Leni Robredo For President Elections,0
Enrile announces he will campaign for Binay. -Sino pa bang magtutulungan kundi kayo-kayong mga corrupt din. Halalan 2016 Eleksyon2016,1
Binay: Sa dami ng problema na iiwanankailangan ng pangulo na itataas ang kalidad ng buhay ng Pilipino. | [USERNAME],0
Si Binay nasa BuhiCamarines Sur at sa probinsya ko pa pumunta kaLETSE! Sa mga probinsya NANLOLOKO ANG LOKO. No To Binay 2016,1
"*Pinalabas commercial ni binay* ""Patayin mo nga si binay"" -mommy HAHAHAHAHAHA",1
Puro kana naman MAKATI Binay!!! You're also a Vice President of the Philippines! Ano bang nagawa mo ha? pwe! PiliPinas Debates 2016,1
Naiinis talaga ko sa advertisement ni binay!,1
